,lines,name,type
300,you're so nice you're a beautiful girl you don't want to ruin your looks i've seen a lot of girls get shot to hell from this stuff, casino ,Drama
301,yeah thanks all right, casino ,Drama
302,he gives a fuck what i do well i guess it's 'cause he loves you so much he's jealous and worried, casino ,Drama
303,i understand that but you know i think you should try to make the best of it now go slow you know see what happens i do, casino ,Drama
304,i should have never married him he's a gemini a triple gemini duality gemini's the snake you know you can't trust the snake i mean it well there you go but what does that tell ya a million dollars in jewelry does that tell you the guy is crazy about you or what, casino ,Drama
305,mm you want to steal it you mean like a lot of expensive jewelry about how much, casino ,Drama
306,am i right sure, casino ,Drama
307,you know the first time i ever saw your guys together i never saw him so happy i mean i know he's a crazy jew fuck and everything but yeah he's just a friend of mine i was trying to help so so what, casino ,Drama
308,well you gotta understand it he doesn't know if this guy is shaking you down or taking advantage of you yeah no shit, casino ,Drama
309,okay sammy hi how are you, casino ,Drama
310,but i saw something same outfit, casino ,Drama
311,great well you might as well get somethin' out of it, casino ,Drama
312,come on well how 'bout that, casino ,Drama
313,yes get lost, casino ,Drama
314,that bag's full of fuckin' chips you don't give me that shit i want my money, casino ,Drama
315,what money i've seen you stealing from me what do you mean 'what's the matter ' i made a lot of money for you i want my cut, casino ,Drama
316,ginger honey thank you sir i appreciate that everybody thanks gives some chips as tips to the dealer and box man thanks take care steve take chances and drive fast, casino ,Drama
317,i told you i was hot tonight thank you very nice, casino ,Drama
318,no i'm not gonna drive with some crazy no i'm gonna drive, casino ,Drama
319,just knock it off would you two knock it off get in the car 'go go go ', casino ,Drama
320,oh what bullshit what do you want to fuckin' talk it over now it's this bullshit it's just bullshit right here this is the fuckin' problem you know, casino ,Drama
321,he's sittin' by the phone that's yeah he's sitting by the phone like a dumb bell just waiting for you to call him back that's what he's, casino ,Drama
322,i just talked to him he called you right here, casino ,Drama
323,right lester he called you here, casino ,Drama
324,we'll go later you got money that's a that's a good look, casino ,Drama
325,uh talk to you later bye every time i ever see you that's what i see, casino ,Drama
326,yeah i do i mean it's it's the it's the best thing you can do right now i mean this and you'll have real security sweetheart you're gonna be situated just right in vegas you do, casino ,Drama
327,promise so it's gonna be okay isn't it, casino ,Drama
328,do you know that no lester, casino ,Drama
329,don't make me come there answer me i am, casino ,Drama
330,no you're not where are you where are you i'm here, casino ,Drama
331,okay all right, casino ,Drama
332,are they out now they checked in alone, casino ,Drama
333,listen back to nigeria yeah, casino ,Drama
334,boy look at this place huh wow, casino ,Drama
335,oh there aren't what's that huh what's that there's no more thanks hon look there aren't there aren't but, casino ,Drama
336,there's more there's a couple stuck in there i know there's more i think that's it, casino ,Drama
337,excuse me but i folded these things beautifully and i would appreciate a little respect jesus christ what a smart kid you are okay eat, casino ,Drama
338,yeah you know why right, casino ,Drama
339,two how many of these you gonna eat huh, casino ,Drama
340,no more fuckin' dirty work fuck you you motherfuck, casino ,Drama
341,frankie i'm in a bad fuckin' spot here you know that bad fuckin' spot, casino ,Drama
342,get her the fuck out of here get her out of here you're gonna fuckin' kill her take it easy, casino ,Drama
343,get out get out get out whoa calm down, casino ,Drama
344,yeah either that or in the fuckin' bank i don't know they're all over the joint dominick said they're in the motel, casino ,Drama
345,yeah just let me know but you gotta be ready you know what i'm talkin' about and you make it disappear you know what i mean, casino ,Drama
346,they'll do it yeah but i'm not sure yet, casino ,Drama
347,oh he ain't nobody who's this guy who's this guy, casino ,Drama
348,yeah but they keep askin' about it i don't trust him anymore but they'd never okay anything you know, casino ,Drama
349,nah you would've heard somethin' you think he's goin' home makin' a beef behind my back, casino ,Drama
350,he asked me again about you and the jew's wife walk walk walk what'd you say, casino ,Drama
351,you must have drunk too much what get out of here i got a marker comin', casino ,Drama
352,you should pay as fast as you collect you know he's here, casino ,Drama
353,fuckin' jews stick together don't they mm, casino ,Drama
354,i do all the work somebody don't like it fuck him let 'em complain i'm the one who's here, casino ,Drama
355,bosses i mean they're smokin' their di nobilis and they're eatin' a trippa italian american slang for 'tripe' and fuckin' suffritt' you know fried pigs guts while if i wanna talk private i gotta go to a fuckin' bus stop but he never talked, casino ,Drama
356,fine everything's goin' good nicky sends his warmest regards, casino ,Drama
357,remo and the guys used to hang out and count their millions pleasure, casino ,Drama
358,and this is stacy hey shelly, casino ,Drama
359,yeah i took care of everybody, casino ,Drama
360,she asleep i actually turned my bedroom into a bank vault where i kept the choice stuff, casino ,Drama
361,this peter's a motherfucker what's takin' so long over there, casino ,Drama
362,get up come here come here, casino ,Drama
363,you jag off smarten up, casino ,Drama
364,ace saw vegas one way hold it hold it here, casino ,Drama
365,well how come i laid nine kill you you motherfucker you frankie do him a fuckin' favor, casino ,Drama
366,charlie m charlie m, casino ,Drama
367,this motherfucker do you believe this two fuckin' days and nights fuck me fuck you, casino ,Drama
368,my fuckin' head yeah i know that's why you had it ready you thought i was fuckin' layin' it, casino ,Drama
369,yeah you're a little confused, casino ,Drama
370,you sure i was layin' no no i'm taking it i was takin' it, casino ,Drama
371,how you doin' how you doin', casino ,Drama
372,mr chairman do i hear a motion seconded, casino ,Drama
373,no i want to have this marked mr pardon me counselor before you continue, casino ,Drama
374,you are right what can i everything's comin' out of my pocket i gotta pay for all these trips back and forth back and forth, casino ,Drama
375,all right all right but i i take it easy though, casino ,Drama
376,you know you know you know what they're doin' to me i know but that's enough, casino ,Drama
377,behind my head they trust that scumbag i don't right now the way i feel i'll hit the two of them in the head with a fuckin' shovel i've never trusted him and you know i got eyes, casino ,Drama
378,i didn't curse i said 'frickin' head' again, casino ,Drama
379,i'm sorry since when do you talk like that, casino ,Drama
380,oh sorry hey oh, casino ,Drama
381,yes uh having a good time, casino ,Drama
382,yeah hiya that's a lot of money to be counting out in public, casino ,Drama
