,lines,name,type
594,you threw it away, casino ,Drama
595,i threw it away, casino ,Drama
596,hi you didn't answer your beeper, casino ,Drama
597,get out of here, casino ,Drama
598,i am not she's my daughter too goddamn you, casino ,Drama
599,you're stoned you're a junkie get out of here, casino ,Drama
600,i am i'm wakin' her up right now, casino ,Drama
601,you're not takin' amy, casino ,Drama
602,fine i'm takin' amy, casino ,Drama
603,you'll come back tomorrow and get the rest just get out of here, casino ,Drama
604,stop you aren't getting rid of me with one fuckin' suitcase, casino ,Drama
605,and don't send your guys down there to stop me i mean it, casino ,Drama
606,yeah no kidding good it opens at 9 a m be there, casino ,Drama
607,i'm going to the bank and i'm getting my jewelry too, casino ,Drama
608,here here is this enough money huh will it last you two fuckin' days take it greedy bitch take the fuckin' money you fuckin' want, casino ,Drama
609,fuck you, casino ,Drama
610,you're lower than a dog, casino ,Drama
611,i'll get your cash you haven't been straight with me ever since i met you you never loved me in the first place i need eyes in the back of my fuckin' head with you you fuckin' bitch, casino ,Drama
612,and i still get my money i need some cash right now you can't just put me in the street, casino ,Drama
613,no kidding no kidding, casino ,Drama
614,the arrangement is over, casino ,Drama
615,i'll go but i want my money right now, casino ,Drama
616,take your fuckin' bag and get out of here, casino ,Drama
617,let go of me let go of me, casino ,Drama
618,i want you out of here i want you out of here, casino ,Drama
619,come with me now come with me now come with me now i want you out of here, casino ,Drama
620,get off of me stop it, casino ,Drama
621,you hate my guts i want you to come with me now, casino ,Drama
622,yes i want to kill you i hate your fuckin' guts, casino ,Drama
623,there's nothin' to figure out i'm home we're workin' it out, casino ,Drama
624,i'm just tryin' to figure it out, casino ,Drama
625,would you knock it off sam, casino ,Drama
626,plus at the most three suits a thousand apiece that still leaves what around ten thousand, casino ,Drama
627,at the most which is impossible for him, casino ,Drama
628,yeah, casino ,Drama
629,but even if you bought him a watch a really nice watch one that he thought was nice and he doesn't know what the fuck a good watch is so you go five ten twelve grand, casino ,Drama
630,yeah, casino ,Drama
631,yeah, casino ,Drama
632,i bought him a watch too, casino ,Drama
633,first of all he's not gonna wear f thousand dollar suits but let's say he did which he won't how you gonna get fitted for twenty five suits in three days i um i mean how could you get fitted that fast i can't get fitted that fast and i pay twice as much, casino ,Drama
634,the good part was i had amy back so we went home had the housekeeper stay over put the kid to bed i calmed myself down and we went to dinner i tried to keep things nice and civil you know but hey twenty five thousand for three suits that doesn't make much sense, casino ,Drama
635,mm hm, casino ,Drama
636,mm hm, casino ,Drama
637,twenty five thousand for clothes and a watch, casino ,Drama
638,he wanted a watch too, casino ,Drama
639,twenty five thousand for clothes, casino ,Drama
640,he needed some clothes, casino ,Drama
641,with the money, casino ,Drama
642,with what, casino ,Drama
643,so what'd ya do with it, casino ,Drama
644,all right, casino ,Drama
645,okay, casino ,Drama
646,okay no big deal that's okay yeah he got his twenty five that i'll live with any more i couldn't, casino ,Drama
647,yeah yeah i got the rest, casino ,Drama
648,the rest of the two million is still there, casino ,Drama
649,and, casino ,Drama
650,yeah, casino ,Drama
651,twenty five thousand, casino ,Drama
652,it's under, casino ,Drama
653,it's uh it's under twenty five, casino ,Drama
654,how serious, casino ,Drama
655,pretty serious, casino ,Drama
656,under, casino ,Drama
657,what's it, casino ,Drama
658,i i made some mistakes and i spent some money, casino ,Drama
659,i gotta tell ya, casino ,Drama
660,what about the money uh where's the box, casino ,Drama
661,i under understand that i i know i fucked up, casino ,Drama
662,right, casino ,Drama
663,uh i don't know i gotta tell you i don't know, casino ,Drama
664,what i mean is you think if uh do you think if i came back do you think you could forgive me, casino ,Drama
665,what do you mean, casino ,Drama
666,do you i mean i don't think she should go by herself, casino ,Drama
667,please that's all i'm askin' you, casino ,Drama
668,uh uh uh i'm not gonna ask you where you are just please put amy on a plane just put her on right away any plane to get her here right away, casino ,Drama
669,listen, casino ,Drama
670,hi it's me just who you wanted to talk to right, casino ,Drama
671,hello, casino ,Drama
672,yeah they're gonna kidnap my kid what do you want, casino ,Drama
673,well that's why i'm here she wants to come back but she's afraid you're gonna whack her out, casino ,Drama
674,look in my eyes look in my eyes, casino ,Drama
675,we had a deal remember that he said if it didn't work out between us that i could get my things and i could leave, casino ,Drama
676,i mean she's only sober about two hours a day it's usually from eleven in the morning until one in the afternoon and if i gave her her money and her jewels now you know what she's gonna do she's gonna piss it all away in about a year and then where will she be where would you be then comin' right back to me right back to me or finding some other excuse to come and i i, casino ,Drama
677,yeah and i get a sprained fuckin' elbow, casino ,Drama
678,routine calls they have to click off after a few minutes, casino ,Drama
679,on the stuff involving crimes so on, casino ,Drama
680,you see if a phone's tapped the feds can only listen in, casino ,Drama
681,oh god oh god okay okay i'll try i'll try, casino ,Drama
682,how could you say that you're a beautiful woman you're destroying yourself you don't need that stuff you don't need that fuckin' leech livin' off you i know you better than you know yourself you're a tiger you're stronger than i am and when you set your mind on doing something you do it better than anybody you can do it you can do it, casino ,Drama
683,no you don't, casino ,Drama
684,yes i yes i do, casino ,Drama
685,that's all you care about you don't care about me at all, casino ,Drama
686,yes you do it's very discreet there's no names in the papers you don't have to worry about any of that stuff, casino ,Drama
687,i don't need one, casino ,Drama
688,you understand your drinking's gettin' way out of hand i'm gonna get you into a program they got plenty of good ones, casino ,Drama
689,okay okay, casino ,Drama
690,if not for me at least for amy, casino ,Drama
691,okay, casino ,Drama
692,it's okay look you gotta get a hold of yourself, casino ,Drama
693,you know what ace i don't give a shit i'm gettin' out of here i am, casino ,Drama
694,listen ginger i'm tryin' to make the best of everything here you know i mean you're my wife for chrissakes uh i mean people look up to you in this town i don't know what to think, casino ,Drama
695,i said you can't make me stop caring about people, casino ,Drama
696,what what, casino ,Drama
697,you can't make me stop caring, casino ,Drama
698,yeah how do i know, casino ,Drama
699,i was just tryin' to help him it's not like i'm sleeping with the guy, casino ,Drama
700,what, casino ,Drama
701,you didn't have to beat him up, casino ,Drama
702,look for my ulcer i take a half a one of these a half a one of these and that's when i have extreme pain i had a three month supply what'd you do with 'em, casino ,Drama
703,i didn't take your pills, casino ,Drama
704,isn't it bad enough you're drinkin' too much you're takin' all my pills too, casino ,Drama
705,huh, casino ,Drama
706,didn't no instead what did he say 'fuck him take him for everything he's got ', casino ,Drama
707,no he didn't, casino ,Drama
708,you remember when you called him that night when you said goodbye to him he didn't say 'don't get married i'll be right down we'll get married ' he didn't say that to you did he, casino ,Drama
709,good so then you could tell me what the money is for, casino ,Drama
710,you can trust me, casino ,Drama
711,you're askin' me for twenty five thousand i'm not out to make you feel bad i want to just be able to trust you you now it's about trust i have to be able to trust you with my life do you understand can i trust you can i trust you can i trust you answer me can i trust you, casino ,Drama
712,okay and you're embarrassing me why do want to make me feel so bad, casino ,Drama
713,what are you talkin' a, casino ,Drama
714,look sam i've been independent my whole life i never had to ask anybody for anything now you're making me beg you for this, casino ,Drama
715,well if you want a coat you got it you know that it's not the money it's just why do you want it that's all i'm askin' am i not entitled to that, casino ,Drama
716,no, casino ,Drama
717,huh well you know what now i want you to tell me i mean my wife comes to me and asks me for twenty five thousand i mean what do you want do you want a coat, casino ,Drama
718,who's fighting i mean i'm you know tell me what it's for, casino ,Drama
719,i'm aware of that we don't have to turn this into a big deal okay we don't have to have a fight it was important to me but forget it just something i wanted to do for myself, casino ,Drama
720,well i mean you know i gotta ask you that's a lot of money you're not asking for a box of popcorn you know i mean, casino ,Drama
721,well what's the difference i just need it, casino ,Drama
722,why do you need that much, casino ,Drama
723,yeah, casino ,Drama
724,twenty five thousand for yourself, casino ,Drama
725,well i would you know sam it's just that well i need more than that i need twenty five thousand, casino ,Drama
726,well why don't you take it out of your account there's a lot there, casino ,Drama
727,you get her okay well i need a lot i need more than usual, casino ,Drama
728,what do you need, casino ,Drama
729,okay want to go with mommy, casino ,Drama
730,they didn't know what really moved her, casino ,Drama
731,oh fabulous, casino ,Drama
732,but as much as they loved her, casino ,Drama
733,hey do you want to see this one daddy gave me all this jewelry because he loves me so much put your arm in there, casino ,Drama
734,she could be the most charming woman you ever saw people loved to be around her, casino ,Drama
735,hi nice to see you, casino ,Drama
736,so i put two million in cash in a los angeles bank under the name of mr and mrs tom collins this was strictly my shakedown and kidnapping money, casino ,Drama
737,need a little help with that mr collins, casino ,Drama
738,crooked cops and kidnappers they don't take checks, casino ,Drama
739,all this stuff doesn't mean anything money this doesn't mean anything without trust i have to be able to trust you with my life, casino ,Drama
740,okay, casino ,Drama
741,now look pay attention to me what i'm gonna tell you is very important, casino ,Drama
742,come on can i keep this one in the house, casino ,Drama
743,the only thing is you shouldn't keep this in the house we gotta put it in a bank, casino ,Drama
744,you're so wonderful the jewelry's not so bad either, casino ,Drama
745,you do whatever you want do i keep my promises or do i keep my promises, casino ,Drama
746,so do you think it's too much if i wear these in the same day, casino ,Drama
747,oh, casino ,Drama
748,it's nice isn't it, casino ,Drama
749,oh it's so soft, casino ,Drama
750,it's chinchilla, casino ,Drama
751,you're kidding my god what is it, casino ,Drama
752,okay, casino ,Drama
753,want to go let's go back in, casino ,Drama
754,yeah yeah, casino ,Drama
755,you sure, casino ,Drama
756,uh huh, casino ,Drama
757,right, casino ,Drama
758,yeah, casino ,Drama
759,you're with me now, casino ,Drama
760,yeah, casino ,Drama
761,it's all right that part of your life is over with right, casino ,Drama
762,i'm okay i just you just have to understand i've been with lester since i was a kid i just wanted to say goodbye i i just i don't i think i have a right to do that okay, casino ,Drama
763,maybe you shouldn't drink so much, casino ,Drama
764,i'm not crying, casino ,Drama
765,why're you crying, casino ,Drama
766,yeah, casino ,Drama
767,you all right, casino ,Drama
768,just what i said you'll be set up for the rest of your life that i can promise you want to take a chance, casino ,Drama
769,what're you what're you pitching me here, casino ,Drama
770,you know i'm doin' well now and i'm gonna do even better and so whatever happens if it doesn't work out between us i'm gonna make sure you're okay for the rest of your life and if there are kids especially you know i'll take care of you better than you'd ever imagine, casino ,Drama
771,if it doesn't work out you know if it doesn't play out then what happens to me, casino ,Drama
772,no i i mean that can grow as i as long as there's a mutual respect that kind of thing can grow i'm realistic i can accept that but you know what is what is love anyway it's a it's a mutual respect it's it's a devotion it's a it's a caring from one person to another and if we could set up some kind of foundation based on that mutual respect i feel that eventually you would care enough about me that i could live with that, casino ,Drama
773,understand i'm sorry, casino ,Drama
774,i i i, casino ,Drama
775,i care about you a but i just don't have those kind of feelings for you i'm sorry i'm not in love with you, casino ,Drama
776,yeah i know all that, casino ,Drama
777,you know a lot of happily married people sam 'cause i don't, casino ,Drama
778,i'm forty three years old i don't want to wait i know you well enough to know that i really love you very much and i can't think of anybody better to be with and i don't feel like waiting anymore, casino ,Drama
779,you don't know me what you've known me two three months what do you know, casino ,Drama
780,i know i'd be a good father i know you'd be a good mother, casino ,Drama
781,you got the wrong girl sam, casino ,Drama
782,i'm gonna do you one better i'm trying to marry you you want to marry me i'm serious i mean i i want to settle down i want a family, casino ,Drama
783,what are you trying to handicap me, casino ,Drama
784,we're not getting any younger don't you think it's time aren't you gettin' tired of all this shit bangin' around hustlin' around, casino ,Drama
785,within no time everything was set in place we got rid of the freelance scamsters the per was way up the gods were happy or as happy as the gods can ever be and i i decided to complicate my life for a guy who likes sure things i was about to bet the rest of my life on a real longshot, casino ,Drama
786,good luck, casino ,Drama
787,the ginger i knew wouldn't even look at this creep, casino ,Drama
788,thanks a lot, casino ,Drama
789,she took care of the valet parkers the guys who could get you anything and take care of anything, casino ,Drama
790,but mostly, casino ,Drama
791,thank you, casino ,Drama
792,pit bosses floor managers, casino ,Drama
793,hey mitch, casino ,Drama
794,she took care of the dealers, casino ,Drama
795,that was all bullshit she just pocketed the cash, casino ,Drama
796,i hit a few uh games on the way back, casino ,Drama
797,any change, casino ,Drama
798,hello, casino ,Drama
799,she was a queen around the casino she brought in high rollers and helped them spread around a lot of money, casino ,Drama
800,okay thank you for asking, casino ,Drama
801,see you ginger, casino ,Drama
802,i'll be right back, casino ,Drama
803,ginger's mission in life was money, casino ,Drama
804,i'm going to go powder my nose, casino ,Drama
805,twenty years in order to find nothin' on me, casino ,Drama
806,long suspected of running the tangiers without, casino ,Drama
807,we all have a past you have a past i have a past and my past is no worse than yours but you guys think you have the right to pass judgement on me, casino ,Drama
808,stunned commissioners into the hallway where he continued his harangue until his own lawyers and friends urged him to leave, casino ,Drama
809,bullshit bullshit, casino ,Drama
810,in a wild and unprecedented outburst that followed his gaming license denial rothstein followed several, casino ,Drama
811,you could put 'em on your expense account, casino ,Drama
812,don't you remember you promised me a fair hearing when you were gettin' comped at my hotel and you were asking me for copies of your bills so, casino ,Drama
813,and hypocrisy, casino ,Drama
814,what are you running for bob what are you running for, casino ,Drama
815,'ace' rothstein accused the state's top gaming officials of corruption, casino ,Drama
816,good evening everyone i'm paige novodor what should have been a routine licensing hearing turned into bedlam yesterday when the flamboyant tangiers casino executive sam, casino ,Drama
817,yeah thanks for not callin' me a liar you son of a bitch you son of a, casino ,Drama
818,there was nothing to it it was my pleasure, casino ,Drama
819,that's amazing, casino ,Drama
820,no no no no please please please please no please, casino ,Drama
821,eight children, casino ,Drama
822,uh i'm very proud to say that we have eight children, casino ,Drama
823,how many kids do you have, casino ,Drama
824,well i've got a large family, casino ,Drama
825,listen if you didn't know you're bein' scammed you're too fuckin' dumb to keep this job if you did know you were in on it either way you're out get out go on let's go, casino ,Drama
826,this is not the way to treat people, casino ,Drama
827,i'll regret it even more if i keep you on, casino ,Drama
828,you might regret this mr rothstein, casino ,Drama
829,i'm firin' you no i'm not firin' i'm firin' you you, casino ,Drama
830,you're firin' me, casino ,Drama
831,listen you fuckin' yokel i've had it with you i've been carryin' your ass in this place ever since i got here get your ass and get your things and get out of here, casino ,Drama
832,i really think you're overreacting in this whole, casino ,Drama
833,you wait you didn't see that you were being set up on the second win, casino ,Drama
834,i really think you're, casino ,Drama
835,the probability on one four reel machine is a million and a half to one on three machines in a row it's in the billions it cannot happen would not happen you fuckin' momo what's the matter with you didn't you see you were bein' set up on the second win, casino ,Drama
836,hey ward you're pissin' me off now you're insulting my intelligence what do you think i'm a fuckin' idiot you know goddamn well somebody had to get into those machines and set those fuckin' reels, casino ,Drama
837,well it's a casino people gotta win sometimes, casino ,Drama
838,yes there is an infallible way they won, casino ,Drama
839,well there's no way to determine that sam, casino ,Drama
840,you didn't see the scam you didn't see what was goin' on, casino ,Drama
841,well it happened so quick three guys won i didn't have a chance to call you, casino ,Drama
842,three fuckin' jackpots in twenty minutes why didn't you pull the machines why didn't you call me, casino ,Drama
843,shoot it's gotta be in the millions maybe more, casino ,Drama
844,four reels sevens across three fifteen thousand dollar jackpots do you have any idea what the odds are, casino ,Drama
845,dang you are right mr rothstein i am so sorry, casino ,Drama
846,don't thank me just do it you're the slots manager i shouldn't have to tell you this, casino ,Drama
847,i do understand that i'll get right on it and thank you, casino ,Drama
848,listen to me very carefully there are three ways of doing things around here the right way the wrong way and the way i do it you understand, casino ,Drama
849,all right i will i will, casino ,Drama
850,the action is in the front not in the back bring 'em up front, casino ,Drama
851,yeah okay, casino ,Drama
852,these are our best machines they bring all the action no wonder the drop is off, casino ,Drama
853,well, casino ,Drama
854,what about the progressives with the high jackpots where are they these machines are hidden, casino ,Drama
855,okay i'll, casino ,Drama
856,what are they doin' way back there bring 'em up here where they belong you can't even see 'em over there, casino ,Drama
857,loose machines are right back over there, casino ,Drama
858,mr rothstein, casino ,Drama
859,it won't happen again sam, casino ,Drama
860,green, casino ,Drama
861,ah yes here we are a little craps figures actual amount taken from craps tables before the skim hey hey, casino ,Drama
862,well that's all i ask gentlemen a fair hearing, casino ,Drama
863,you've been very open with us i mean uh your books and papers and that that's gonna mean something when you go before the commission, casino ,Drama
864,i mean if i can't work in vegas where am i gonna go, casino ,Drama
865,that was nineteen years ago and they were simple gambling pinches, casino ,Drama
866,i had my license hearing coming up and i didn't wanna leave anything to chance, casino ,Drama
867,a record of the arrests, casino ,Drama
868,worst possible time for me, casino ,Drama
869,all right i'm gonna give you a choice you can either have the money and the hammer or you can walk out of here you can't have both what do you want, casino ,Drama
870,look what they did to my hand man, casino ,Drama
871,god, casino ,Drama
872,now you're gonna have to learn with your left hand, casino ,Drama
873,ye yeah, casino ,Drama
874,so you're a righty, casino ,Drama
875,well i i never tried, casino ,Drama
876,can you do it with your left hand, casino ,Drama
877,no sir, casino ,Drama
878,can't do it with both hands, casino ,Drama
879,no, casino ,Drama
880,i'm just curious i saw you shuffling your checks with your right hand can you do that with both hands, casino ,Drama
881,we had to make an example of these pricks that the party was over, casino ,Drama
882,well thank you why don't you take that fuckin' pen and shove it up you ass you fuckin' jag off, casino ,Drama
883,i ju well it's a nice pen i just didn't know whose it was i thought it was yours i didn't want it to get lost, casino ,Drama
884,yeah that's my pen why, casino ,Drama
885,is this yours your pen, casino ,Drama
886,what, casino ,Drama
887,excuse me, casino ,Drama
888,thank you, casino ,Drama
889,get out of here, casino ,Drama
890,yeah, casino ,Drama
891,you're fuckin' right you made a bad mistake 'cause if you come back here we catch either one of you we're gonna break your fuckin' heads and you won't walk out of here you see that fuckin' saw we're gonna use it you don't fuck around in this place you got it, casino ,Drama
892,i'm sorry i made a bad mistake, casino ,Drama
893,and don't forget to tell your friends what happens if they fuck around in here you understand, casino ,Drama
894,i just wanna get out of here, casino ,Drama
895,yeah thanks, casino ,Drama
896,thanks nick, casino ,Drama
897,fuckin' kids at home here get the fuck out of here, casino ,Drama
898,don't fuck with me al don't make a fuck out of me you want to embarrass me and make a fool out of me you didn't gamble tell me you gambled the fuckin' money i'll give you the fuckin' money to put the fuckin' heat on did you gamble huh, casino ,Drama
899,i didn't give 'em the m, casino ,Drama
900,no no you didn't, casino ,Drama
901,you call yourself a man you know you're a lyin' low life motherfuckin' gambling degenerate prick you know that's what you are two small kids at home i gave you money to pay the fuckin' rent and buy groceries put the heat on you know your wife called frankie and told him the fuckin' heat's off, casino ,Drama
902,yeah, casino ,Drama
903,yeah, casino ,Drama
904,a couple of guys i owe them so that's what i did i gave 'em the money that's what i did, casino ,Drama
905,mm, casino ,Drama
906,i got muscled on the street, casino ,Drama
907,mm, casino ,Drama
908,when i left here with the money, casino ,Drama
909,no you you want me to come over there i'll smack your face, casino ,Drama
910,you shut up, casino ,Drama
911,you know where she gets this from, casino ,Drama
912,shut your mouth, casino ,Drama
913,i don't want to go to europe, casino ,Drama
914,we're not gonna go see any fuckin' elephants okay, casino ,Drama
915,i don't want to go to europe i want to go to see the elephant man, casino ,Drama
916,hey you got a minute hey he's got two million in the box am i right okay you let him keep your jewels we take the cash and the only other thing he cares about huh her majesty we go to europe you dye your hair get some pl, casino ,Drama
917,you're goin' out to las vegas you're havin' a good time at my expense what the fuck i mean after all you're the one having a good time not me, casino ,Drama
918,well i keep layin' out my own fuckin' dough for these trips and nothin' ever comes back i mean what hell's goin' on what are we doin' over here, casino ,Drama
919,artie no records artie what are you gonna do with records pay taxes, casino ,Drama
920,well then from now on i'm gonna start keepin' records, casino ,Drama
921,you gotta go back out there, casino ,Drama
922,well i'm goin' all over layin' money out of my own pocket and i never get anything back what the hell's goin' on, casino ,Drama
923,what expenses, casino ,Drama
924,come on go back there i never got paid my expenses for the last trip, casino ,Drama
925,you gotta go back there and talk to that guy, casino ,Drama
926,what else i gave her a schaff italian american slang for 'tap', casino ,Drama
927,your cumma what are you doin' with your cumma, casino ,Drama
928,i was out there with my cumma italian american slang for 'girlfriend', casino ,Drama
929,never mind fuckin' sam this is personal i'll be there in the morning you can fuckin' try me fatso, casino ,Drama
930,sam, casino ,Drama
931,hey you fat irish prick you put my fuckin' money to sleep you go get my money or i'll put your fuckin' brain to sleep, casino ,Drama
932,you can't talk to me like, casino ,Drama
933,you know i think that you've gotten the wrong impression about me i think in all fairness i should explain to you what it is that i do for instance tomorrow morning i'll get up nice and early take a walk down over to the bank and walk in and see you and uh if you don't have my money for me i'll crack your fuckin' head wide open in front of everybody in the the bank and just about the time that i'm comin' out of jail hopefully you'll be comin' out of your coma and guess what i'll split your fuckin' head open again because i'm fuckin' stupid i don't give a fuck about jail that's my business that's what i do and we know what you do don't we charlie you fuck people out of money and get away with it, casino ,Drama
934,what're you gonna do strong arm me, casino ,Drama
935,yeah i think i want my money back, casino ,Drama
936,listen nicky we talked about this and uh i explained to you that there was the possibility you might have to take some kind of loss, casino ,Drama
937,yeah least you could do is return my phone calls though, casino ,Drama
938,well i've been busy, casino ,Drama
939,i've been trying to reach you you're tougher to get than the president, casino ,Drama
940,hi good, casino ,Drama
941,no i don't want one hey mr clark how you doin', casino ,Drama
942,well you gotta understand i'm giving you fifty thousand cash, casino ,Drama
943,yes, casino ,Drama
944,i mean you will try to push it through won't you mr clark, casino ,Drama
945,so i put some of the money into legitimate deals with charlie clark he was ace's banker, casino ,Drama
946,oh listen i understand that there's always a risk you know i might have to take a loss somewhere, casino ,Drama
947,you need to understand and i i'm sure you do that in a venture of this kind you have to be prepared to take some kind of loss, casino ,Drama
948,but how much cash could i bury in my closet right, casino ,Drama
949,yeah that works out, casino ,Drama
950,mr ro mr roth mr rothstein where you goin', casino ,Drama
951,you just just stop him, casino ,Drama
952,i can't, casino ,Drama
953,no you can you can you've been so nice to me, casino ,Drama
954,lady i can't i can't i ca, casino ,Drama
955,and here here, casino ,Drama
956,go get a bag man, casino ,Drama
957,um i'm gonna need a bag if you could just ask the guy for a big bag okay, casino ,Drama
958,jeff would you go in with her, casino ,Drama
959,can i go in, casino ,Drama
960,that's not a problem that's not a p, casino ,Drama
961,can i go in, casino ,Drama
962,please, casino ,Drama
963,fucker, casino ,Drama
964,he won't let me go in my house, casino ,Drama
965,i understand, casino ,Drama
966,i'm just trying to get in my house, casino ,Drama
967,mr rothstein mr rothstein i'm sorry we've got some complaints about about the noise, casino ,Drama
968,he won't let me in my own house, casino ,Drama
969,he won't, casino ,Drama
970,mrs ro mrs rothstein okay shh, casino ,Drama
971,i'll to the fbi, casino ,Drama
972,hey, casino ,Drama
973,go back inside this is none of your business i don't have to take your shit all the time anymore, casino ,Drama
974,she's on the account there's nothing we can do, casino ,Drama
975,there's nothing we can do she had the key, casino ,Drama
976,okay, casino ,Drama
977,come on i'm sorry, casino ,Drama
978,if we let her get a few of her things we'll be out of your hair, casino ,Drama
979,hey mr rothstein it'll make it a lot easier on everybody here if we just let her in the house, casino ,Drama
980,mr rothstein why don't we just let her in the house and get a few of her things that way she'll get out of here this is half her house anyway, casino ,Drama
981,all right okay okay, casino ,Drama
982,hey, casino ,Drama
983,hey, casino ,Drama
984,fuckin' jerk off, casino ,Drama
985,oh my god what are we gonna do i'm sorry, casino ,Drama
986,you you fuckin' moron i'll be filling out paper work for the next two months because of you and this piece of shit you, casino ,Drama
987,it looked like a fuckin' gun, casino ,Drama
988,pitch black it, casino ,Drama
989,what do you want it it's pitch black out here it's tin foil, casino ,Drama
990,you've gotta be kidding me, casino ,Drama
991,here we go, casino ,Drama
992,leave me alone, casino ,Drama
993,you fuckin' faggot do you know who you're fuckin' with, casino ,Drama
994,now move along, casino ,Drama
995,you know who you're fuckin' with huh do you, casino ,Drama
996,yeah, casino ,Drama
997,fuck you fuck you, casino ,Drama
998,bullshit you're out of here cowboy, casino ,Drama
999,bullshit i ain't goin' anywhere with you, casino ,Drama
1000,sir you're gonna have to leave you mind accompanying us outside, casino ,Drama
1001,nicky i'm sorry, casino ,Drama
1002,you took your boots off you put your feet on the table you shit kicking stinky horse manure smellin' motherfucker you you fuck me up over there i'll stick you in a hole in the fuckin' desert you understand go over there and apologize go get the fuck out of, casino ,Drama
1003,tell him to go fuck himself you fuckin' hick fuckin', casino ,Drama
1004,i did i didn't, casino ,Drama
1005,is that what you did, casino ,Drama
1006,nicky i did, casino ,Drama
1007,you called my friend a faggot you tell him to go fuck himself, casino ,Drama
1008,he tries to do everything, casino ,Drama
1009,it's instinctive you know, casino ,Drama
1010,yeah well that's exactly what i keep tellin' him but that's the kind of kid he is ever since he's born, casino ,Drama
1011,you know he's gotta realize everything can't be a home run that he does, casino ,Drama
1012,metro intelligence cop but it didn't matter i mean it was all about the kids you know, casino ,Drama
1013,now go out there and show your dad what you can do, casino ,Drama
1014,turned out to be one of the other coaches was a fuckin', casino ,Drama
1015,now i want you to get out there and get me singles and doubles okay 'cause that's what's gonna win this game, casino ,Drama
1016,ace got my son little nicky involved with little league and it was great, casino ,Drama
1017,beautiful you got a beautiful swing, casino ,Drama
1018,great, casino ,Drama
1019,he's comin' over, casino ,Drama
1020,why does it look like it's bothering me what do i give a fuck fuckin' oscar too all the fuckin' money i've given that prick he don't even look over here what's his problem, casino ,Drama
1021,forget about it nick don't let it bother you, casino ,Drama
1022,yeah fuck him, casino ,Drama
1023,do you see that dumb jew motherfucker grew up together and he's actin' like he don't even know me i know we're supposed to avoid each other but you know there's ways to do things and there's ways not to, casino ,Drama
1024,fuckers, casino ,Drama
1025,i had my kid brother dominick run it for me, casino ,Drama
1026,is that the last one, casino ,Drama
1027,in some legitimate places like my restaurant, casino ,Drama
1028,carmine's gone, casino ,Drama
1029,he's not here, casino ,Drama
1030,he's gone, casino ,Drama
1031,carmine left, casino ,Drama
1032,yeah we're lookin' for carmine, casino ,Drama
1033,we're waiting on carmine, casino ,Drama
1034,oh, casino ,Drama
1035,oh thanks eddy, casino ,Drama
1036,well listen uh good luck with the joint huh, casino ,Drama
1037,i think you know maybe he went across the street or somewhere else or somethin' i don't know, casino ,Drama
1038,uh huh, casino ,Drama
1039,carmine left, casino ,Drama
1040,carmine he was here before i saw him he had a suitcase and everything and then he left, casino ,Drama
1041,oh, casino ,Drama
1042,yeah i'm over here with him, casino ,Drama
1043,i'm over here now, casino ,Drama
1044,hey nicky how are you what are you doin' here, casino ,Drama
1045,we can't help him if, casino ,Drama
1046,artie artie, casino ,Drama
1047,stay out of the way, casino ,Drama
1048,no i won't calm down he's my husband, casino ,Drama
1049,calm down calm down, casino ,Drama
1050,artie, casino ,Drama
1051,but i'm just trying to leave, casino ,Drama
1052,we're placing you under arrest for aiding and abetting a, casino ,Drama
1053,what, casino ,Drama
1054,we're placing you under arrest for aiding and abetting, casino ,Drama
1055,for what, casino ,Drama
1056,we're we're placing you under arrest for, casino ,Drama
1057,okay frankie you're a good boy, casino ,Drama
1058,i understand, casino ,Drama
1059,you see i wouldn't want to be jeopardizing anything for people who are our friends you understand, casino ,Drama
1060,no problem, casino ,Drama
1061,i'm askin' you frankie to keep an eye on nicky do it for me, casino ,Drama
1062,he's good he's fine, casino ,Drama
1063,i want to know if he's doin' all right if he's okay, casino ,Drama
1064,hm, casino ,Drama
1065,yeah i know that's why i'm asking you see my main concern is nicky, casino ,Drama
1066,i'm positive remo things are very fucked up down there you know, casino ,Drama
1067,are you sure, casino ,Drama
1068,no i ain't see anything like that, casino ,Drama
1069,so i lied even though i knew that by lyin' to gaggi i could wind up gettin' killed too, casino ,Drama
1070,because there's one thing about these old timers they don't like any fuckin' around with the other guy's wives it's bad for business, casino ,Drama
1071,what could i say i knew if i gave the wrong answer i mean nicky ginger ace all of 'em could've would up gettin' killed, casino ,Drama
1072,frankie the little guy he wouldn't be fuckin' the jew's wife would he because if he is it's a problem, casino ,Drama
1073,i always tell you the truth remo, casino ,Drama
1074,i want you to tell me the truth mind you, casino ,Drama
1075,of course remo, casino ,Drama
1076,it's private but i want you to tell me the truth, casino ,Drama
1077,frankie i want to ask you something, casino ,Drama
1078,i'll tell him remo, casino ,Drama
1079,you gotta tell him to take care of things a little better, casino ,Drama
1080,i know, casino ,Drama
1081,and i mean that's no good, casino ,Drama
1082,what're you gonna do, casino ,Drama
1083,it's in all the papers, casino ,Drama
1084,i know, casino ,Drama
1085,yeah everybody's talkin' about it they're makin' a big deal out of it, casino ,Drama
1086,yeah i heard yeah, casino ,Drama
1087,frankie they found a guy's head in the desert do you know about that, casino ,Drama
1088,e mo va italian american slang for 'now go ', casino ,Drama
1089,i'll take care of it remo, casino ,Drama
